catalog_no,title,author_name,published_year,pages,language,status,Source,category1,category2
RD0001,A Manual Of Sanskrit Composition And Translation,Mahadhyapaka Rakhaldas,1923-01-01,306,Sanskrit,Full,Paramaththa,ඉපැරණි ග්‍රන්ථ,සංස්කෘත භාෂාව හා සාහිත්‍ය
RD0002,Ardha-Magadhi,Dr P L Vaidya,1941-01-01,184,Sanskrit,Full,Paramaththa,ඉපැරණි ග්‍රන්ථ,සංස්කෘත භාෂාව හා සාහිත්‍ය
RD0003,Arkaprakasha,,,264,Sanskrit,Full,Paramaththa,ඉපැරණි ග්‍රන්ථ,සංස්කෘත භාෂාව හා සාහිත්‍ය
RD0004,Kavikalpadruma,Vopadewa Goswami,1876-01-01,52,Sanskrit,Full,Paramaththa,ඉපැරණි ග්‍රන්ථ,සංස්කෘත භාෂාව හා සාහිත්‍ය
RD0005,Kavyadarsa of Dandin,SK Belvalkar,1924-01-01,162,Sanskrit,Full,Paramaththa,ඉපැරණි ග්‍රන්ථ,සංස්කෘත භාෂාව හා සාහිත්‍ය
RD0006,Megha Dutha,,,132,Sanskrit,Full,Paramaththa,ඉපැරණි ග්‍රන්ථ,සංස්කෘත භාෂාව හා සාහිත්‍ය
RD0007,Megha Dutha,HH Wilson,1867-01-01,194,Sanskrit,Full,Paramaththa,ඉපැරණි ග්‍රන්ථ,සංස්කෘත භාෂාව හා සාහිත්‍ය
RD0008,Nala and Damayanthi,Norman M Penzer,1936-01-01,234,Sanskrit,Full,Paramaththa,ඉපැරණි ග්‍රන්ථ,සංස්කෘත භාෂාව හා සාහිත්‍ය
RD0009,Nalodaya,,,172,Sanskrit,Full,Paramaththa,ඉපැරණි ග්‍රන්ථ,සංස්කෘත භාෂාව හා සාහිත්‍ය
RD0010,Rajaprashasti,Pandit Jibananda Vidyasagar,1888-01-01,42,Sanskrit,Full,Paramaththa,ඉපැරණි ග්‍රන්ථ,සංස්කෘත භාෂාව හා සාහිත්‍ය
RD0011,Retnavali,Sri arshadeva,1832-01-01,112,Sanskrit,Full,Paramaththa,ඉපැරණි ග්‍රන්ථ,සංස්කෘත භාෂාව හා සාහිත්‍ය
RD0012,Taittriyopanisad,Swami Sarvananda,1942-01-01,174,Sanskrit,Full,Paramaththa,ඉපැරණි ග්‍රන්ථ,සංස්කෘත භාෂාව හා සාහිත්‍ය
RD0013,THE CATUHSATAKA OF ARYADEVA,Aryadewa,1931-01-01,330,Sanskrit,Full,Paramaththa,ඉපැරණි ග්‍රන්ථ,සංස්කෘත භාෂාව හා සාහිත්‍ය
RD0014,Uttara Rama Cheritra,Bhavabhuthi,1831-01-01,142,Sanskrit,Full,Paramaththa,ඉපැරණි ග්‍රන්ථ,සංස්කෘත භාෂාව හා සාහිත්‍ය
RD0015,Vachaspatya,Taranatha Tarkavachspathi,1873-01-01,834,Sanskrit,Full,Paramaththa,ඉපැරණි ග්‍රන්ථ,සංස්කෘත භාෂාව හා සාහිත්‍ය
RD0016,Vedanta-sara,ඇම් හිරියන්න,1929-01-01,86,Sanskrit,Full,Paramaththa,ඉපැරණි ග්‍රන්ථ,සංස්කෘත භාෂාව හා සාහිත්‍ය
RD0017,VIVEKACHUDAMANI,Sri Sankaracharya,1932-01-01,262,Sanskrit,Full,Paramaththa,ඉපැරණි ග්‍රන්ථ,සංස්කෘත භාෂාව හා සාහිත්‍ය
RD0018,අභිඥානශාකුන්තලය,පැළැනේ ශ්‍රි වජිරඤාන හිමි,1956-01-01,396,Sinhala,Full,Paramaththa,ඉපැරණි ග්‍රන්ථ,සංස්කෘත භාෂාව හා සාහිත්‍ය
RD0019,අමර ශබ්දාවලී,W Jemis Fernando,1922-01-01,248,Sinhala,Full,Paramaththa,ඉපැරණි ග්‍රන්ථ,සංස්කෘත භාෂාව හා සාහිත්‍ය
RD0020,අමරකොෂය,මැද්දේපොල,1934-01-01,366,Sinhala,Full,Paramaththa,ඉපැරණි ග්‍රන්ථ,සංස්කෘත භාෂාව හා සාහිත්‍ය
RD0021,අමරුශතකය,,,,Sinhala,Full,Paramaththa,ඉපැරණි ග්‍රන්ථ,සංස්කෘත භාෂාව හා සාහිත්‍ය
RD0022,ඍතුසංහාරකාව්‍යය,,,,Sinhala,Full,Paramaththa,ඉපැරණි ග්‍රන්ථ,සංස්කෘත භාෂාව හා සාහිත්‍ය
RD0023,කවිකල්පද්‍රැම නාමධෙය මුග්ධබොධධාතුපාඨය,,,,Sinhala,Full,Paramaththa,ඉපැරණි ග්‍රන්ථ,සංස්කෘත භාෂාව හා සාහිත්‍ය
RD0024,කාව්‍යාදර්‍ශය,,,,Sinhala,Full,Paramaththa,ඉපැරණි ග්‍රන්ථ,සංස්කෘත භාෂාව හා සාහිත්‍ය
RD0025,ජානකීහරණ මහා කාව්‍යය,කුමාරදාස/ ධර්මාරාම හිමි,1891-01-01,344,Sinhala,Full,Paramaththa,ඉපැරණි ග්‍රන්ථ,සංස්කෘත භාෂාව හා සාහිත්‍ය
RD0026,දශ කුමාර චරිත (පූර්ව පීඨිකා) මංගල ව්‍යාඛ්‍යානය,,,,Sinhala,Full,Paramaththa,ඉපැරණි ග්‍රන්ථ,සංස්කෘත භාෂාව හා සාහිත්‍ය
RD0027,දශකුමාර චරිත (උත්තර පිඨිකා) මංගල ව්‍යාඛ්‍යානය,,,,Sinhala,Full,Paramaththa,ඉපැරණි ග්‍රන්ථ,සංස්කෘත භාෂාව හා සාහිත්‍ය
RD0028,ධාතුරූපාවලිය හෙවත් සංස්කෘත ආඛ්‍යාතවරනැගිල්ල,,,,Sinhala,Full,Paramaththa,ඉපැරණි ග්‍රන්ථ,සංස්කෘත භාෂාව හා සාහිත්‍ය
RD0029,භක්ති ශතකය හෙවත් බෞද්ධ ශතකය,,,,Sinhala,Full,Paramaththa,ඉපැරණි ග්‍රන්ථ,සංස්කෘත භාෂාව හා සාහිත්‍ය
RD0030,භගවත්ගීතා,,,,Sinhala,Full,Paramaththa,ඉපැරණි ග්‍රන්ථ,සංස්කෘත භාෂාව හා සාහිත්‍ය
RD0031,මේඝදූතය,,,,Sinhala,Full,Paramaththa,ඉපැරණි ග්‍රන්ථ,සංස්කෘත භාෂාව හා සාහිත්‍ය
RD0032,යතිදූතම්,,,,Sinhala,Full,Paramaththa,ඉපැරණි ග්‍රන්ථ,සංස්කෘත භාෂාව හා සාහිත්‍ය
RD0033,රඝුවංශ මහා කාව්‍යය,,,,Sinhala,Full,Paramaththa,ඉපැරණි ග්‍රන්ථ,සංස්කෘත භාෂාව හා සාහිත්‍ය
RD0034,විස්තරාර්ථ සහිත සාරස්වත ප්‍රක්‍රියා ව්‍යාඛ්‍යානය,,,,Sinhala,Full,Paramaththa,ඉපැරණි ග්‍රන්ථ,සංස්කෘත භාෂාව හා සාහිත්‍ය
RD0035,විස්තරාර්ථ සහිත සාරස්වතාඛ්‍යාත ව්‍යාඛ්‍යානය,,,,Sinhala,Full,Paramaththa,ඉපැරණි ග්‍රන්ථ,සංස්කෘත භාෂාව හා සාහිත්‍ය
RD0036,ශික්ෂා සංග්‍රහව සහ ශික්ෂා සංග්‍රහාර්ථ ව්‍යාඛ්‍යානය,,,,Sinhala,Full,Paramaththa,ඉපැරණි ග්‍රන්ථ,සංස්කෘත භාෂාව හා සාහිත්‍ය
RD0037,ශිශුපාලවධ මහා කාව්‍යය,,,,Sinhala,Full,Paramaththa,ඉපැරණි ග්‍රන්ථ,සංස්කෘත භාෂාව හා සාහිත්‍ය
RD0038,සංස්කෘත භාෂාවතරණය,,,,Sinhala,Full,Paramaththa,ඉපැරණි ග්‍රන්ථ,සංස්කෘත භාෂාව හා සාහිත්‍ය
RD0039,සංස්කෘත වරනැගිල්ල,,,,Sinhala,Full,Paramaththa,ඉපැරණි ග්‍රන්ථ,සංස්කෘත භාෂාව හා සාහිත්‍ය
RD0040,සංස්කෘත ශබ්දමාලාව,,,,Sinhala,Full,Paramaththa,ඉපැරණි ග්‍රන්ථ,සංස්කෘත භාෂාව හා සාහිත්‍ය
RD0041,සකුන්තලා; අභිඥාන ශාකුන්තල,කාලිදාස/ මාවුස්සාගොල්ලේ සිරිසුමන,1954-01-01,68,Sinhala,Full,Paramaththa,ඉපැරණි ග්‍රන්ථ,සංස්කෘත භාෂාව හා සාහිත්‍ය
RD0042,සන්න සහිත කාව්‍යාදර්‍ශය,,,,Sinhala,Full,Paramaththa,ඉපැරණි ග්‍රන්ථ,සංස්කෘත භාෂාව හා සාහිත්‍ය
RD0043,සන්න සහිත ව්‍යාසකාරය,,,,Sinhala,Full,Paramaththa,ඉපැරණි ග්‍රන්ථ,සංස්කෘත භාෂාව හා සාහිත්‍ය
RB0001,සම්පිණ්ඩිතමහානිදානය,කොල්ලුපිටියේ මහින්දසංඝ රක්ඛිත හිමි,2006-01-01,422,Sinhala,Full,Path Nirwana,ඉපැරණි ග්‍රන්ථ,බුද්ධ චරිත
RB0002,ගෞතම කේන්ද්‍රය,බලන්ගොඩ ජයසේකර,,15,Sinhala,Full,Paramaththa,ඉපැරණි ග්‍රන්ථ,බුද්ධ චරිත
RB0003,ජිනරාජ වංශය - බුද්ධ චරිතය,ඩී පි එච් අභයරත්න,1930-01-01,196,Sinhala,Full,Paramaththa,ඉපැරණි ග්‍රන්ථ,බුද්ධ චරිත
RB0004,ශාඛ්‍යමුණීන්ද්‍රාවදානය බුද්ධ චරිතය,බළන්ගොඩ ආනන්ද මෛත්‍රිය හිමි,,438,Sinhala,Full,Paramaththa,ඉපැරණි ග්‍රන්ථ,බුද්ධ චරිත
RB0005,ජිනචරිතය - සන්න සහිත,වලානේ ධම්මානන්ද හිමි,1886-01-01,103,Sinhala,Full,Paramaththa,ඉපැරණි ග්‍රන්ථ,බුද්ධ චරිත
RB0006,සන්න සහිත ජිනචරිතය,වලානේ ශ්‍රී සිද්ධාර්ථ ධම්මානන්ද හිමි,1886-01-01,106,Sinhala,Full,Paramaththa,ඉපැරණි ග්‍රන්ථ,බුද්ධ චරිත
RB0006,සන්න සහිත ජිනචරිතය,වලානේ ශ්‍රී සිද්ධාර්ථ ධම්මානන්ද හිමි,1930-01-01,112,Sinhala,Full,Paramaththa,ඉපැරණි ග්‍රන්ථ,බුද්ධ චරිත
RB0007,අනාගත වංශය මෙතේ බුදුසිරිත,විල්ගම්මුල සංඝරාජ හිමි,,196,Sinhala,Full,Paramaththa,ඉපැරණි ග්‍රන්ථ,බුද්ධ චරිත
RB0008,මහා ධම්මපාල ජාතකය,,,10,Sinhala,Full,Paramaththa,ඉපැරණි ග්‍රන්ථ,බුද්ධ චරිත
RB0009,පන්සිය පණස් ජාතක පොත,වේරගොඩ අමරමෝලි හිමි,1961-01-01,1000,Sinhala,Full,Paramaththa,ඉපැරණි ග්‍රන්ථ,බුද්ධ චරිත
RB0010,අභිසම්බෝධි අලංකාරය සන්න සහිත,,1897-01-01,40,Sinhala,Full,Paramaththa,ඉපැරණි ග්‍රන්ථ,බුද්ධ චරිත
RB0011,උම්මග්ග ජාතකය පුරාණ පිටපත,විලියම් පෙරේරා / ගුණරතන හිමි,1875-01-01,164,Sinhala,Full,Paramaththa,ඉපැරණි ග්‍රන්ථ,බුද්ධ චරිත
RB0012,ලක්ඛණ සතකං,සුරියගොඩ සුමංගල හිමි,1898-01-01,22,Sinhala,Full,Paramaththa,ඉපැරණි ග්‍රන්ථ,බුද්ධ චරිත
RB0013,ජිනාලංකාර වර්ණනාව,භදන්ත බුද්ධරක්ඛිත හිමි,1913-01-01,304,Sinhala,Full,Paramaththa,ඉපැරණි ග්‍රන්ථ,බුද්ධ චරිත
RB0014,ජිනාලංකාරය,භදන්ත බුද්ධරක්ඛිත හිමි,1900-01-01,108,Sinhala,Full,Paramaththa,ඉපැරණි ග්‍රන්ථ,බුද්ධ චරිත
RB0015,ශ්‍රී සද්ධර්මාවවාද සංග්‍රහය,තිබ්බටුවාවේ ශ්‍රී බුද්ධරක්ඛිත හිමි,1956-01-01,610,Sinhala,Full,Paramaththa,ඉපැරණි ග්‍රන්ථ,බුද්ධ චරිත
RB0016,ශ්‍රී සද්ධර්මාවවාද සංග්‍රහය,තිබ්බටුවාවේ ශ්‍රී බුද්ධරක්ඛිත හිමි,1901-01-01,602,Sinhala,Full,Paramaththa,ඉපැරණි ග්‍රන්ථ,බුද්ධ චරිත
RB0017,පන්සිය පණස් ජාතක පොත Part 01,එෆ් මුණසිංහ,1928-01-01,118,Sinhala,Full,Paramaththa,ඉපැරණි ග්‍රන්ථ,බුද්ධ චරිත
RB0017,පන්සිය පණස් ජාතක පොත Part 02,එෆ් මුණසිංහ,1929-01-01,922,Sinhala,Full,Paramaththa,ඉපැරණි ග්‍රන්ථ,බුද්ධ චරිත
RB0018,බුද්ධගුණ ගාථාවලී,,,85,Sinhala,Full,Paramaththa,ඉපැරණි ග්‍රන්ථ,බුද්ධ චරිත
RB0019,බුද්ධවංශ දෙසනාව හා පරංජස දීපනිය,,1899-01-01,74,Sinhala,Full,Paramaththa,ඉපැරණි ග්‍රන්ථ,බුද්ධ චරිත
RB0020,ශාක්‍යසිංහාවදානය හෙවත් බුද්ධ චරිතය,බළන්ගොඩ ආනන්ද මෛත්‍රිය හිමි,1957-01-01,312,Sinhala,Full,Paramaththa,ඉපැරණි ග්‍රන්ථ,බුද්ධ චරිත
RB0021,ජිනවංශ දීපං,මොරටුවේ මේධානන්ද හිමි,1917-01-01,800,Sinhala,Full,Paramaththa,ඉපැරණි ග්‍රන්ථ,බුද්ධ චරිත
RB0022,ඉති කුමාරිගේ කතාව,,,20,Sinhala,Full,Paramaththa,ඉපැරණි ග්‍රන්ථ,බුද්ධ චරිත
